loan_ref,product_code,date_approved,date_disbursed,first_payment_due,maturity_date,amount_usd,annual_rate_pct,term_months,payment_frequency,loan_purpose,client_gender,client_dob,marital_status,num_dependents,employment_sector,months_at_employer,monthly_income_usd,existing_obligations,collateral_type,disbursement_channel,province,defaulted
HU99708,2,1/12/2025,22/12/2025,21/1/2026,20/6/2026,3476.98,9.97,6,Monthly,Livestock,Female,15-Apr-94,Single,4,Retail_Trade,126,382.83,1,Guarantor,InnBucks,Harare,0
NL60967,0,1/6/2025,20/6/2025,26/7/2025,17/12/2025,201.01,16.5,6,Bi-Weekly,School_Fees,Male,3-Dec-99,Divorced,4,Informal_Sector,12,192.62,6,Livestock,InnBucks,Mashonaland_Central,0
QH14731,0,20/8/2025,29/8/2025,10/10/2025,24/8/2026,2106.54,107.17,12,Monthly,Personal,Female,15-May-02,Single,2,Manufacturing,29,342.33,1,Savings,EcoCash,Harare,0
MU84763,1,19/4/2025,6/5/2025,14/6/2025,28/10/2026,4981.77,15.26,18,Monthly,Stock_Purchase,Female,24-Nov-95,Married,1,Transport,27,498.46,0,None,InnBucks,Harare,0
QU57232,2,5/12/2024,23/12/2024,18/1/2025,19/9/2025,568.5,16.85,9,Monthly,Equipment,Male,23-Jun-78,Widowed,2,Informal_Sector,7,84.76,1,Property,Bank_Transfer,Harare,1
CT15394,4,23/11/2024,3/12/2024,3/1/2025,18/11/2027,7635.45,17.2,36,Monthly,Vehicle,Female,4-Apr-03,Single,1,Government,47,447.23,0,Savings,OneMoney,Harare,0
QQ32462,4,24/12/2025,31/12/2025,28/1/2026,15/12/2028,4581.92,20.17,36,Monthly,Home_Improvement,Male,23-Apr-91,,3,Agriculture,71,169.6,1,None,Cash,Harare,0
LV32471,4,8/10/2024,29/10/2024,27/11/2024,22/4/2026,10068.32,18.45,18,Monthly,Vehicle,Male,14-Feb-83,Divorced,3,Agriculture,30,468.98,2,None,Bank_Transfer,Matabeleland_North,1
DQ63036,0,28/9/2024,18/10/2024,22/11/2024,13/10/2025,4727.44,101.05,12,Monthly,Farming_Inputs,Female,21-Jul-90,Married,2,Government,174,,3,Property,EcoCash,Matabeleland_South,1
EG44704,1,7/10/2025,10/10/2025,5/11/2025,24/9/2028,4353.21,12.39,36,Monthly,Business_Expansion,Female,16-Feb-94,Single,2,Government,87,414.85,2,None,Bank_Transfer,Mashonaland_West,0
ON37462,0,4/1/2025,16/1/2025,18/2/2025,11/1/2026,1561.02,148.61,12,Monthly,Vehicle,Female,1-Apr-66,Married,3,Construction,43,494.67,0,None,Cash,Matabeleland_South,0
LE69920,4,19/1/2025,7/2/2025,6/3/2025,28/1/2027,2342.06,15.77,24,Monthly,Equipment,Male,31-Jul-93,Single,4,Informal_Sector,8,201.54,0,Guarantor,Cash,Mashonaland_East,0
NG89633,4,21/6/2025,8/7/2025,13/8/2025,30/12/2026,10504.5,17.68,18,Monthly,Vehicle,Male,13-Sep-81,Married,5,Government,164,704.72,3,Vehicle,EcoCash,Harare,0
BC83990,1,7/2/2026,14/2/2026,19/3/2026,4/2/2028,3344.53,131.2,24,Monthly,Equipment,Female,23-Mar-04,Single,3,Education,16,285.61,2,None,Bank_Transfer,Harare,0
DY15837,3,11/10/2024,16/10/2024,15/11/2024,6/10/2026,1384.93,15.37,24,Monthly,Personal,Male,25-Dec-94,Divorced,6,Education,23,,2,None,Cash,Bulawayo,0
IL85500,0,5/11/2025,15/11/2025,23/12/2025,9/5/2027,3624.96,104.33,18,Monthly,Medical,Female,26-Apr-78,Married,7,Construction,99,906.3,1,Guarantor,Bank_Transfer,Harare,0
EG55879,4,12/5/2025,1/6/2025,26/6/2025,27/5/2026,14584.28,102.11,12,Monthly,Equipment,Male,5-Nov-65,Married,4,Retail_Trade,102,624.48,1,Savings,EcoCash,Harare,0
NC76574,0,20/4/2025,4/5/2025,13/6/2025,2/8/2025,847.7,112.94,3,Monthly,Medical,Male,21-Oct-77,Widowed,4,Informal_Sector,22,120.57,2,None,Bank_Transfer,Harare,0
QG25636,1,15/5/2025,26/5/2025,28/6/2025,16/5/2027,25794.74,13.34,24,Monthly,Business_Expansion,Female,16-Jun-77,Married,6,NGO,34,1320.47,3,Livestock,EcoCash,Mashonaland_Central,0
QE57321,1,2/10/2024,20/10/2024,18/11/2024,10/10/2026,11105.08,98.37,24,Bi-Weekly,Working_Capital,Male,23-Apr-06,Single,0,Government,32,401.68,3,Savings,EcoCash,Midlands,0
PZ49908,2,4/7/2025,20/7/2025,24/8/2025,16/4/2026,9157.31,137.58,9,Monthly,Farming_Inputs,Male,6-Jan-79,Married,4,Telecom,,755.15,0,Livestock,EcoCash,Harare,0
XF23820,5,4/4/2025,20/4/2025,21/5/2025,19/7/2025,452.03,21.7,3,Monthly,Rent,Female,8-Feb-94,Married,2,Agriculture,48,443.92,4,Property,EcoCash,Harare,1
RF39542,5,4/1/2025,6/1/2025,5/2/2025,7/3/2025,426.77,165.21,2,Monthly,Medical,Female,20-Mar-73,Married,2,Informal_Sector,29,329.01,1,Property,OneMoney,Harare,0
JE03157,0,20/9/2025,26/9/2025,8/11/2025,25/3/2026,2274.98,16.73,6,Monthly,Wedding,Female,20-Jul-81,Divorced,4,Agriculture,125,480.71,1,None,Cash,Manicaland,1
IM47882,1,3/1/2026,11/1/2026,21/2/2026,26/12/2028,6677.61,87.82,36,Monthly,Business_Expansion,Female,29-Jul-63,Married,0,Education,26,748.8,1,Property,EcoCash,Masvingo,0
JA38491,2,24/11/2024,6/12/2024,8/1/2025,30/5/2026,1134.51,116.73,18,Monthly,Livestock,Male,9-Apr-81,Divorced,5,Informal_Sector,14,173.75,1,Livestock,InnBucks,Masvingo,1
KV93719,3,15/10/2024,2/11/2024,4/12/2024,28/10/2025,1441.85,18.32,12,Monthly,Rent,Male,3-Mar-84,Married,5,Retail_Trade,106,,0,None,Bank_Transfer,Midlands,0
VC30843,4,14/3/2025,19/3/2025,14/4/2025,3/3/2028,21875.13,13.68,36,Monthly,Vehicle,Female,27-Sep-75,Married,8,Retail_Trade,,634.74,2,Livestock,Cash,Midlands,0
OR96805,4,18/12/2025,6/1/2026,7/2/2026,16/12/2029,6793.46,17.52,48,Monthly,Home_Improvement,Male,12-Dec-94,,4,Retail_Trade,14,,4,Guarantor,InnBucks,Manicaland,0
KU22871,5,13/10/2025,16/10/2025,27/11/2025,14/1/2026,2094.03,136.73,3,Bi-Weekly,Funeral,Female,11-Oct-77,Married,5,NGO,115,1858.32,1,None,Bank_Transfer,Masvingo,0
UO62047,1,29/6/2025,16/7/2025,24/8/2025,6/7/2027,4259.2,133.69,24,Monthly,Business_Expansion,Female,17-Mar-93,Divorced,3,Agriculture,56,304.71,2,None,Cash,Harare,1
EA52468,2,29/9/2025,6/10/2025,19/11/2025,1/10/2026,18194.78,130.76,12,Weekly,Livestock,Male,10-Sep-66,Married,2,,23,1637.43,4,Livestock,EcoCash,Matabeleland_South,0
II61897,0,25/6/2025,14/7/2025,25/8/2025,9/7/2026,2768.37,18.3,12,Monthly,Farming_Inputs,Male,17-Jul-71,Married,5,Construction,73,501.93,4,None,EcoCash,Manicaland,0
NC22456,0,4/8/2025,10/8/2025,4/9/2025,1/2/2027,3976.53,17.98,18,Monthly,Equipment,Male,20-Oct-62,Widowed,3,Retail_Trade,133,491.12,1,None,EcoCash,Matabeleland_North,0
PX78948,0,21/7/2025,24/7/2025,26/8/2025,19/7/2026,9261.35,120.55,12,Monthly,School_Fees,Female,3-Feb-92,Divorced,3,Finance,110,1061.89,1,Guarantor,EcoCash,Mashonaland_East,0
SI82554,2,17/9/2025,27/9/2025,26/10/2025,26/3/2026,5829.76,108.29,6,Monthly,Livestock,Female,31-Jan-83,Divorced,1,,138,1070.09,4,None,EcoCash,Matabeleland_North,1
IV89396,3,16/2/2025,27/2/2025,11/4/2025,22/2/2026,819.51,11.84,12,Monthly,Debt_Consolidation,Female,20-Dec-71,Married,4,Manufacturing,58,303.93,2,Savings,Bank_Transfer,Manicaland,0
QW21282,1,27/12/2025,6/1/2026,19/2/2026,27/12/2027,8978.11,12.64,24,Monthly,Business_Expansion,Male,8-Jun-75,Married,4,Informal_Sector,12,,3,Vehicle,Bank_Transfer,Bulawayo,0
OY09004,3,4/10/2025,5/10/2025,3/11/2025,25/9/2027,3045.38,17.3,24,Weekly,Medical,Female,9-Jul-86,Divorced,2,NGO,26,885.8,1,Savings,Bank_Transfer,Harare,1
RJ62578,0,3/2/2025,6/2/2025,3/3/2025,5/8/2025,1092.75,114.32,6,Monthly,Livestock,Male,7-May-90,Single,2,Informal_Sector,13,354.35,1,,Bank_Transfer,Mashonaland_West,1
VW10234,2,19/11/2024,28/11/2024,25/12/2024,23/11/2025,2214.48,98.67,12,Weekly,Equipment,Male,10-May-05,Single,1,Education,14,320.47,7,Property,Cash,Mashonaland_East,0
EF68455,1,6/1/2025,20/1/2025,20/2/2025,15/1/2026,10904.16,91.85,12,Bi-Weekly,Business_Expansion,Male,7-Mar-89,Married,3,Healthcare,29,949.96,1,None,EcoCash,Masvingo,0
PB13243,0,26/9/2024,4/10/2024,18/11/2024,2/1/2025,438.28,86.36,3,Monthly,Business_Expansion,Male,15-Jun-84,Married,4,Construction,31,298.88,1,Guarantor,Bank_Transfer,Harare,0
RL78098,2,19/3/2025,28/3/2025,26/4/2025,23/3/2026,6509.61,15.74,12,Monthly,Equipment,Male,28-Jan-78,Married,1,Transport,30,,0,Property,EcoCash,Manicaland,0
LE52942,0,22/3/2025,30/3/2025,2/5/2025,28/6/2025,2927.79,17.07,3,Monthly,Stock_Purchase,Male,16-Oct-98,Married,1,Construction,26,337.32,3,Guarantor,InnBucks,Matabeleland_South,0
EQ39924,3,6/10/2024,25/10/2024,23/11/2024,18/4/2026,880.82,18.87,18,Weekly,Debt_Consolidation,Female,29-Nov-72,Married,,Construction,70,355.7,5,Vehicle,Cash,Manicaland,0
OZ36730,5,19/6/2025,9/7/2025,17/8/2025,7/9/2025,119.69,174.17,2,Weekly,Personal,Female,16-Jun-82,Married,2,Agriculture,,204.76,1,Savings,EcoCash,Midlands,0
JT67550,2,16/11/2025,6/12/2025,6/1/2026,30/5/2027,1112.38,9.94,18,Monthly,Farming_Inputs,Male,17-Apr-03,Single,2,Informal_Sector,21,197.2,2,Guarantor,EcoCash,Midlands,0
VN30747,1,3/11/2025,12/11/2025,19/12/2025,6/5/2027,4653.69,148.61,18,Monthly,Stock_Purchase,Male,10-Mar-04,Single,0,Agriculture,16,319.94,5,Livestock,EcoCash,Harare,1
KQ54870,2,2/2/2026,23/2/2026,2/4/2026,20/11/2026,2421.93,13.06,9,Monthly,Working_Capital,Female,5-May-78,Married,3,Informal_Sector,56,160.23,2,Guarantor,Bank_Transfer,Harare,1
EF61205,2,15/11/2025,5/12/2025,13/1/2026,1/9/2026,2991.3,13.47,9,Monthly,Equipment,Male,4-Mar-91,Single,2,Informal_Sector,48,215.78,2,Livestock,Bank_Transfer,Harare,1
LN81361,0,16/1/2026,30/1/2026,2/3/2026,25/1/2027,1131.75,14.9,12,Monthly,School_Fees,Female,21-Feb-83,Married,3,Informal_Sector,20,269.52,0,None,EcoCash,Mashonaland_West,1
KG92577,0,18/10/2024,25/10/2024,1/12/2024,20/10/2025,4227.84,104.1,12,Monthly,Debt_Consolidation,Female,15-Jan-95,Single,2,Construction,,678.64,1,None,EcoCash,Manicaland,0
YC38399,2,1/3/2025,22/3/2025,26/4/2025,17/3/2026,2193.01,13.97,12,Bi-Weekly,Farming_Inputs,Male,8-Apr-93,Divorced,3,Retail_Trade,144,416.61,1,Guarantor,InnBucks,Harare,0
ZM70610,5,10/11/2025,16/11/2025,12/12/2025,15/5/2026,352.23,172.08,6,Weekly,Personal,Female,7-Aug-76,Married,1,Education,78,321.28,2,Savings,OneMoney,Masvingo,0
XH36110,1,31/1/2025,16/2/2025,24/3/2025,11/2/2026,16287.53,75.59,12,Monthly,Working_Capital,Female,25-May-84,Married,2,Informal_Sector,34,579.34,1,Property,Cash,Midlands,1
AB88122,1,23/6/2025,25/6/2025,28/7/2025,20/6/2026,8481.13,124.92,12,Monthly,Business_Expansion,Male,7-Apr-94,Single,3,Education,56,737.15,0,Property,EcoCash,Manicaland,0
DN12849,1,23/2/2025,1/3/2025,3/4/2025,23/8/2026,4003.11,102.94,18,Monthly,Business_Expansion,Male,25-Jan-84,Single,2,Mining,23,388.29,1,Property,OneMoney,Harare,0
JN40728,3,16/8/2025,1/9/2025,4/10/2025,23/2/2027,982.23,14.74,18,Monthly,Medical,Male,7-Jun-78,Married,6,Informal_Sector,25,265.23,3,Guarantor,Bank_Transfer,Bulawayo,0
FO81573,2,30/4/2025,2/5/2025,3/6/2025,24/10/2026,1274.74,12.66,18,Monthly,Farming_Inputs,Male,24-Jul-04,Single,1,Agriculture,18,169.64,0,Livestock,EcoCash,Manicaland,0
DM80319,0,29/9/2025,12/10/2025,7/11/2025,7/10/2026,4502.01,104.05,12,Monthly,Business_Expansion,Female,4-Sep-93,Divorced,1,Telecom,32,,0,,Bank_Transfer,Harare,1
ID43113,3,15/7/2025,28/7/2025,22/8/2025,18/7/2027,1987.03,17.05,24,Monthly,School_Fees,Female,1-Feb-90,Married,4,Retail_Trade,43,508.23,1,Guarantor,EcoCash,Masvingo,0
MN06711,2,5/3/2025,22/3/2025,27/4/2025,17/3/2026,5798.15,79.49,12,Weekly,Working_Capital,Female,12-Jan-70,,0,Government,140,831.8,0,Livestock,Bank_Transfer,Harare,1
SJ61411,1,8/6/2025,12/6/2025,15/7/2025,7/6/2026,15749.77,99.21,12,Weekly,Equipment,Female,4-Feb-74,Widowed,5,Mining,35,1085.75,1,Vehicle,EcoCash,Harare,0
XP21237,0,6/5/2025,24/5/2025,18/6/2025,14/5/2027,2279.3,17.65,24,Monthly,Livestock,Male,7-Dec-01,Married,0,Manufacturing,14,332.91,1,Guarantor,Cash,Matabeleland_South,0
FT42228,2,6/3/2025,25/3/2025,26/4/2025,16/9/2026,2248.16,14.11,18,Monthly,Farming_Inputs,Female,1-Feb-72,Divorced,1,Retail_Trade,94,385.79,0,None,Bank_Transfer,Mashonaland_East,0
MZ07837,1,5/5/2025,8/5/2025,6/6/2025,22/4/2028,17490.13,15.82,36,Monthly,Business_Expansion,Male,2-Aug-93,Married,2,Finance,61,1869.39,2,Property,EcoCash,Bulawayo,0
WS46117,0,14/6/2025,5/7/2025,10/8/2025,1/1/2026,1283.84,163.66,6,Monthly,Funeral,Female,12-Nov-05,Married,0,Informal_Sector,6,521.17,2,Guarantor,InnBucks,Masvingo,0
ZY68772,3,16/2/2025,9/3/2025,6/4/2025,5/9/2025,513.68,14.69,6,Monthly,Rent,Female,13-Jul-83,Married,4,Agriculture,128,180.09,2,Guarantor,EcoCash,Harare,1
GV10770,2,4/11/2024,7/11/2024,21/12/2024,2/11/2025,2602.1,99.54,12,Bi-Weekly,Farming_Inputs,Male,29-Dec-71,Married,2,,50,,2,Guarantor,Bank_Transfer,Mashonaland_Central,1
JC77964,5,17/12/2025,19/12/2025,25/1/2026,19/3/2026,529.96,183.85,3,Bi-Weekly,Personal,Female,28-Jan-61,Divorced,2,Transport,53,215.89,2,Guarantor,InnBucks,Masvingo,1
OW51311,0,8/1/2025,17/1/2025,23/2/2025,12/1/2026,2676.95,135.55,12,Monthly,Business_Expansion,Male,31-Jan-64,Divorced,2,Agriculture,85,458.56,1,Vehicle,EcoCash,Bulawayo,0
MF18543,0,19/12/2024,28/12/2024,28/1/2025,21/6/2026,1551.68,154.18,18,Monthly,Working_Capital,Female,1-Apr-90,Single,2,Retail_Trade,32,472.1,3,None,Bank_Transfer,Bulawayo,0
EP78175,3,25/12/2024,27/12/2024,3/2/2025,22/12/2025,332.32,11.45,12,Monthly,Debt_Consolidation,Male,25-Aug-05,Single,1,Agriculture,13,80.64,6,,EcoCash,Harare,0
SZ51932,1,17/10/2024,1/11/2024,7/12/2024,17/10/2027,37635.22,12.05,36,Monthly,Business_Expansion,Male,30-Apr-63,Married,1,NGO,101,1815.66,0,Guarantor,Bank_Transfer,Harare,1
XT78409,0,16/1/2026,23/1/2026,28/2/2026,18/1/2027,4146.31,105.59,12,Bi-Weekly,Stock_Purchase,Male,17-Nov-93,Married,3,Education,33,667.3,2,Property,Bank_Transfer,Mashonaland_Central,1
YL09429,0,22/5/2025,27/5/2025,28/6/2025,22/5/2026,2931.46,103.14,12,Bi-Weekly,Vehicle,Female,6-Dec-04,Single,2,Retail_Trade,16,514.74,4,Property,Cash,Bulawayo,1
SE17823,0,8/9/2025,16/9/2025,11/10/2025,15/3/2026,926.66,145.89,6,Bi-Weekly,School_Fees,Male,2-Dec-76,Single,3,Informal_Sector,27,373.77,2,None,InnBucks,Mashonaland_West,1
MB40679,2,21/2/2026,22/2/2026,28/3/2026,17/2/2027,8014.96,101.42,12,Monthly,Livestock,Male,28-Feb-07,Single,0,Retail_Trade,8,670.08,0,Livestock,OneMoney,Matabeleland_South,0
AD81732,2,23/6/2025,6/7/2025,4/8/2025,26/6/2027,2786.15,76.69,24,Monthly,Equipment,Female,26-May-86,Single,5,Informal_Sector,26,532.19,1,,EcoCash,Mashonaland_East,0
UG68468,3,11/1/2026,27/1/2026,25/2/2026,22/1/2027,900.08,83.23,12,Monthly,,Male,5-Jun-80,Married,1,Informal_Sector,14,232.46,5,Vehicle,Bank_Transfer,Midlands,0
QO53132,2,14/11/2024,25/11/2024,3/1/2025,20/11/2025,1728.84,128.31,12,Monthly,Working_Capital,Male,6-Sep-93,Married,3,Informal_Sector,18,156.88,3,Savings,Bank_Transfer,Harare,0
CW25364,2,7/10/2025,9/10/2025,20/11/2025,4/10/2026,5850.33,13.06,12,Monthly,Farming_Inputs,Male,5-Oct-95,Widowed,5,NGO,19,658.14,5,Guarantor,EcoCash,Bulawayo,1
PU10892,2,10/11/2025,14/11/2025,22/12/2025,9/11/2026,11153.26,68.49,12,Monthly,Working_Capital,Female,15-Mar-89,Married,1,Retail_Trade,56,831.28,3,Livestock,Cash,Bulawayo,0
LR95987,3,13/12/2024,31/12/2024,26/1/2025,26/12/2025,1240.29,12.84,12,Monthly,School_Fees,Male,16-Jul-97,Married,,Agriculture,109,238.04,3,None,EcoCash,Mashonaland_West,0
VA23533,4,19/11/2025,27/11/2025,7/1/2026,6/11/2029,2182.51,19.13,48,Bi-Weekly,Vehicle,Male,12-May-60,Married,2,Informal_Sector,37,100.32,2,None,Bank_Transfer,Harare,1
BX30953,0,7/3/2025,17/3/2025,16/4/2025,12/3/2026,2922.65,127.74,12,Monthly,Funeral,Male,20-Jan-88,Married,2,Education,17,353.9,0,Vehicle,Cash,Midlands,0
VD22986,0,13/8/2025,28/8/2025,2/10/2025,24/2/2026,1664.29,17.1,6,Bi-Weekly,Equipment,Male,17-Nov-86,Married,2,Informal_Sector,41,254.63,5,Vehicle,EcoCash,Bulawayo,1
QP50287,1,19/11/2025,30/11/2025,1/1/2026,25/11/2026,14631.42,15.97,12,Bi-Weekly,Working_Capital,Male,12-Jul-78,Married,2,Retail_Trade,48,703.5,2,None,InnBucks,Harare,0
RG15226,0,3/12/2024,9/12/2024,17/1/2025,4/12/2025,5657.73,15.37,12,Weekly,Funeral,Male,7-Oct-67,Married,2,Telecom,39,1408.41,4,None,Cash,Harare,0
YT68134,0,19/5/2025,8/6/2025,23/7/2025,29/5/2027,3629.31,112.74,24,Monthly,Business_Expansion,Male,18-Sep-05,Single,1,Government,20,424.36,4,Savings,EcoCash,Midlands,0
EL57557,1,25/1/2025,9/2/2025,11/3/2025,4/2/2026,2357.54,91.1,12,Weekly,Business_Expansion,Male,4-Jan-70,,0,Agriculture,34,127.92,3,None,Cash,Matabeleland_South,1
RQ23079,3,31/7/2025,3/8/2025,5/9/2025,29/7/2026,630.52,18.52,12,Bi-Weekly,Medical,Male,24-May-84,Married,1,Agriculture,58,185.7,6,Guarantor,EcoCash,Mashonaland_Central,1
SW79696,0,25/4/2025,30/4/2025,3/6/2025,27/10/2025,405.29,159.5,6,Monthly,Debt_Consolidation,Female,23-Oct-99,Married,3,Agriculture,29,154.47,0,Guarantor,InnBucks,Harare,0
YA93243,3,28/7/2025,2/8/2025,14/9/2025,29/1/2026,2218.27,16.85,6,Monthly,Personal,Female,3-Apr-85,Married,3,Agriculture,145,464.53,3,Guarantor,InnBucks,Harare,0
DY25240,1,2/9/2025,7/9/2025,22/10/2025,6/3/2026,770.67,78.62,6,Monthly,Business_Expansion,Male,21-Jan-94,Single,3,Informal_Sector,22,63.69,2,Vehicle,EcoCash,Mashonaland_West,0
IK95400,3,9/5/2025,19/5/2025,13/6/2025,15/11/2025,1374.6,12.08,6,Monthly,Debt_Consolidation,Female,19-Feb-88,Married,3,Agriculture,17,,0,Guarantor,EcoCash,Harare,0
TI11886,1,23/1/2025,26/1/2025,26/2/2025,21/1/2026,4372.26,94.41,12,Monthly,Business_Expansion,Male,29-Nov-90,Married,6,Agriculture,15,,2,Savings,EcoCash,Mashonaland_West,1
OO16424,5,18/12/2025,1/1/2026,26/1/2026,31/1/2026,743.69,133.4,1,Monthly,Personal,Male,8-Aug-93,Married,2,Manufacturing,135,688.67,0,Vehicle,Bank_Transfer,Mashonaland_East,0
BO01628,3,15/2/2026,27/2/2026,2/4/2026,26/8/2026,5263.09,13.7,6,Weekly,Medical,Male,17-Feb-73,Divorced,4,Mining,,1162.89,5,Guarantor,Cash,Mashonaland_Central,0
BC11226,2,31/10/2024,18/11/2024,23/12/2024,12/5/2026,3534.12,92.27,18,Monthly,Farming_Inputs,Male,23-May-72,Married,1,Informal_Sector,47,216.52,0,None,EcoCash,Harare,1
AG22620,5,31/10/2024,20/11/2024,21/12/2024,19/1/2025,305.59,149.56,2,Monthly,Rent,Male,3-Nov-76,Divorced,,Manufacturing,76,313.83,3,Savings,Bank_Transfer,Bulawayo,0
XG28801,2,8/1/2026,24/1/2026,25/2/2026,21/10/2026,3359.04,9.53,9,Monthly,Livestock,Male,9-Apr-82,Married,0,Government,152,361.34,1,Livestock,Bank_Transfer,Harare,0
QC66895,4,26/9/2024,10/10/2024,9/11/2024,25/9/2027,7346.61,14.72,36,Monthly,Vehicle,Male,30-Aug-83,Married,1,Government,50,676.78,1,Property,Cash,Masvingo,0
DK11260,0,6/12/2025,25/12/2025,23/1/2026,18/6/2027,510.06,17.47,18,Bi-Weekly,Business_Expansion,Male,16-Dec-75,Married,5,Transport,2,240.45,0,,EcoCash,Mashonaland_East,0
TR37747,3,4/1/2026,18/1/2026,27/2/2026,13/1/2027,1028.64,15.53,12,Monthly,Debt_Consolidation,Male,22-Oct-92,Married,3,Informal_Sector,24,485.82,1,None,InnBucks,Manicaland,0
GT54066,0,21/1/2025,2/2/2025,8/3/2025,1/8/2025,6876.97,128.31,6,Monthly,Rent,Female,5-Jan-82,Single,6,Mining,102,1098.96,1,Vehicle,Bank_Transfer,Bulawayo,0
EA88272,4,19/10/2024,30/10/2024,24/11/2024,20/10/2026,8523.23,15.94,24,Monthly,Equipment,Female,27-Feb-93,Single,4,Informal_Sector,51,351.64,2,Livestock,Bank_Transfer,Manicaland,0
WD46499,0,26/9/2024,5/10/2024,14/11/2024,30/9/2025,384.24,17.12,12,Bi-Weekly,Debt_Consolidation,Male,14-Nov-62,Married,4,Informal_Sector,42,203.06,1,,EcoCash,Bulawayo,0
TN38922,0,15/7/2025,19/7/2025,15/8/2025,15/1/2026,1176.66,90.45,6,Weekly,Wedding,Female,29-Jul-93,Single,,Informal_Sector,28,295.27,2,Savings,Bank_Transfer,Harare,1
QE76288,2,19/10/2025,23/10/2025,28/11/2025,21/4/2026,595.95,12.68,6,Bi-Weekly,Livestock,Male,27-Dec-80,Married,2,Agriculture,,59.15,2,Guarantor,EcoCash,Mashonaland_West,1
PN11809,0,21/9/2025,11/10/2025,11/11/2025,9/4/2026,3384.67,103.56,6,Monthly,Equipment,Female,11-Nov-83,Married,5,Government,64,463.71,3,None,EcoCash,Harare,0
DW68183,2,15/11/2025,18/11/2025,24/12/2025,13/11/2026,3776.04,63.87,12,Monthly,Farming_Inputs,Female,4-Oct-93,Married,1,Retail_Trade,128,573.59,1,None,InnBucks,Matabeleland_North,0
OK89506,2,7/3/2025,24/3/2025,20/4/2025,19/3/2026,6145.3,94.82,12,Weekly,Farming_Inputs,Female,19-Jul-91,Married,1,Informal_Sector,23,,4,Guarantor,EcoCash,Mashonaland_West,1
TS98168,1,10/1/2025,21/1/2025,7/3/2025,16/1/2026,6349.7,115.55,12,Monthly,Business_Expansion,Male,9-Sep-95,Married,3,Construction,95,321.48,3,Livestock,OneMoney,Mashonaland_Central,1
RV18562,2,18/3/2025,24/3/2025,22/4/2025,20/9/2025,4862.93,87.84,6,Monthly,Farming_Inputs,Female,17-May-93,Divorced,6,Manufacturing,42,923.72,0,Guarantor,EcoCash,Harare,0
PS57286,2,6/6/2025,25/6/2025,28/7/2025,22/3/2026,1239.43,95.29,9,Monthly,Farming_Inputs,Male,26-Mar-96,Single,4,Agriculture,99,182.98,0,Property,EcoCash,Mashonaland_West,1
IU34833,4,21/4/2025,10/5/2025,20/6/2025,5/5/2026,9418.67,16.87,12,Monthly,Home_Improvement,Male,6-Jun-04,Single,0,Government,28,628.19,1,Vehicle,Bank_Transfer,Midlands,0
MC68511,4,16/10/2025,22/10/2025,23/11/2025,15/4/2027,11191.8,18.9,18,Monthly,Home_Improvement,Female,26-Jul-96,Single,3,Manufacturing,27,502.35,0,Guarantor,InnBucks,Matabeleland_South,1
BB34474,2,19/11/2025,21/11/2025,17/12/2025,18/8/2026,1185.46,108.22,9,Monthly,Equipment,Female,25-Nov-78,Single,3,Agriculture,12,357.33,0,Livestock,InnBucks,Mashonaland_East,1
QS96745,3,28/10/2025,12/11/2025,27/12/2025,7/11/2026,694.22,13.41,12,Monthly,Debt_Consolidation,Female,10-Jul-91,Divorced,2,Retail_Trade,108,274.56,1,Guarantor,Cash,Manicaland,0
IJ38509,2,10/2/2025,11/2/2025,16/3/2025,6/2/2026,2492.28,86.05,12,Monthly,Equipment,Female,4-Dec-92,Widowed,3,Government,21,423.15,1,None,Cash,Matabeleland_North,0
NN87713,0,12/1/2025,29/1/2025,6/3/2025,24/1/2026,2089.88,17.06,12,Monthly,Stock_Purchase,Male,6-Sep-89,Single,3,Education,94,541.38,2,Vehicle,Cash,Bulawayo,0
OM03120,2,28/1/2025,6/2/2025,23/3/2025,31/7/2026,3446.09,134.82,18,Monthly,Working_Capital,Female,17-Dec-00,Married,,Informal_Sector,16,186.42,3,None,OneMoney,Mashonaland_Central,0
KG53086,1,16/9/2024,4/10/2024,2/11/2024,28/3/2026,17049.62,13.28,18,Monthly,Stock_Purchase,Male,9-Nov-93,Married,3,Manufacturing,87,782.72,2,,Cash,Manicaland,1
NL70299,0,17/6/2025,8/7/2025,13/8/2025,3/7/2026,1606.21,138.15,12,Monthly,Personal,Male,8-Jun-59,Married,2,Manufacturing,94,1099.84,1,None,EcoCash,Mashonaland_West,0
UG48614,0,12/10/2025,26/10/2025,25/11/2025,19/4/2027,2906.44,151.43,18,Monthly,Business_Expansion,Male,3-Sep-94,Single,2,Transport,42,476.3,1,Property,Bank_Transfer,Mashonaland_East,0
CG74417,0,19/7/2025,1/8/2025,3/9/2025,23/1/2027,1711.97,13.96,18,Monthly,Working_Capital,Male,17-May-95,Divorced,3,Retail_Trade,30,,2,Vehicle,EcoCash,Mashonaland_Central,1
NS14224,1,12/6/2025,3/7/2025,28/7/2025,23/6/2027,13627.87,98.59,24,Monthly,Stock_Purchase,Female,22-Oct-66,Single,4,Manufacturing,109,970.04,0,Savings,Bank_Transfer,Bulawayo,0
